id;nome;categoria_regulatoria;data_vencimento_registro;classe_terapeutica;mari;situacao_registro;principio_ativo;estoque;preco
2346;CARDGOX;SIMILAR;2006-06-01;GLICOSIDEOS CARDIACOS;S;CANCELADO;CADUCOU;27;79
2347;CARDIALE;SIMILAR;2018-01-01;ANTILIPEMICOS;S;CANCELADO;CADUCOU;21;422
2348;CARDICORON;SIMILAR;2012-06-01;ANTIARRITMICOS;S;VÁLIDO;CLORIDRATO DE AMIODARONA;12;331
2349;CARDILOL;SIMILAR;2026-04-01;BETABLOQUEADORES SIMPLES;S;VÁLIDO;CARVEDILOL;28;364
2350;CARDILOM;SIMILAR;2009-05-01;ANTI-HIPERTENSIVOS;S;CANCELADO;CADUCOU;16;358
2351;CARDINOR;SIMILAR;2006-06-01;MEDICAMENTOS C/ ACAO NO MIOCARDIO;S;CANCELADO;CADUCOU;4;123
2352;CARDIO AAS ENTÉRICO;NOVO;2010-10-01;ANALGESICOS NAO NARCOTICOS;S;CANCELADO;CADUCOU;5;122
2353;CARDIOAAS;SIMILAR;2006-06-01;ANALGESICOS NAO NARCOTICOS;S;CANCELADO;CADUCOU;28;388
2354;CARDIOASPIRINA;SIMILAR;2006-01-01;ANTIAGREGANTE PLAQUETARIO;S;CANCELADO;CADUCOU;10;88
2355;CARDIODOPA;SIMILAR;2014-06-01;ANTI-HIPERTENSIVOS SIMPLES;S;CANCELADO;CADUCOU;17;241
2356;CARDIODORON WELEDA;DINAMIZADO;2007-02-01;ASSOCIACAO HOMEOPATICAS;S;CANCELADO;CADUCOU;1;125
2357;CARDIOLITE;SIMILAR;2015-09-01;CONTRASTES RADIOLOGICOS;S;CANCELADO;CADUCOU;24;444
2358;CARDIOMET;SIMILAR;2006-05-01;ANTI-HIPERTENSIVOS;S;CANCELADO;CADUCOU;12;406
2359;CARDIONATO;SIMILAR;2012-11-01;ANTI-HIPERTENSIVOS SIMPLES;S;CANCELADO;CADUCOU;19;382
2360;CARDIONATO - H;SIMILAR;2008-01-01;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS;S;CANCELADO;CADUCOU;13;486
2361;CARDIONIL;SIMILAR;2010-06-01;GLICOSIDEOS CARDIACOS;S;CANCELADO;CADUCOU;17;377
2362;CARDIOPAX GOTAS;DINAMIZADO;2020-01-01;ASSOCIACAO HOMEOPATICAS;S;CANCELADO;CADUCOU;0;468
2363;CARDIOPINA;SIMILAR;1998-10-01;VASODILATADORES;S;CANCELADO;CADUCOU;13;439
2364;CARDIOPRANOL;SIMILAR;2009-07-01;BETABLOQUEADORES SIMPLES;S;CANCELADO;CADUCOU;16;295
2365;CARDIORON;SIMILAR;2004-08-01;ANTIARRITMICOS;S;CANCELADO;CADUCOU;7;193
2366;CARDIOSETYL;SIMILAR;2004-04-01;ANTIESPASMODICOS + FITOTERAPICO COMPOSTO;S;CANCELADO;CADUCOU;10;260
2367;CARDIOSETYL M;FITOTERÁPICO;2014-05-01;ANSIOLITICOS SIMPLES + FITOTERAPICO SIMPLES;S;CANCELADO;CADUCOU;18;191
2368;CARDIOXANE;NOVO;2029-11-01;MEDICAMENTOS C/ ACAO NO MIOCARDIO;S;VÁLIDO;CLORIDRATO DE DEXRAZOXANO;9;257
2369;CARDIOXINA;SIMILAR;2006-08-01;GLICOSIDEOS CARDIACOS;S;CANCELADO;CADUCOU;12;263
2370;CARDITRIL;SIMILAR;2012-09-01;ANTI-HIPERTENSIVOS SIMPLES;S;CANCELADO;CADUCOU;21;340
2371;CARDIX;SIMILAR;2016-09-01;BETABLOQUEADORES SIMPLES;S;CANCELADO;CADUCOU;20;225
2372;CARDIXIN;SIMILAR;2006-03-01;GLICOSIDEOS CARDIACOS;S;CANCELADO;CADUCOU;24;331
2373;CARDIZEM;NOVO;2028-08-01;ANTI-HIPERTENSIVOS;S;VÁLIDO;CLORIDRATO DE DILTIAZEM;6;313
2374;CARDOMARIN;FITOTERÁPICO;2029-03-01;COLAGOGOS, COLERETICOS E HEPATOPROTETORES;S;VÁLIDO;SILYBUM MARIANUM (L.) GAERTN;3;324
2375;CARDPREX;SIMILAR;2005-07-01;ANTI-HIPERTENSIVOS;S;CANCELADO;CADUCOU;2;455
2376;CARDURAN;NOVO;2019-11-01;ANTI-HIPERTENSIVOS;S;CANCELADO;CADUCOU;22;336
2377;CARDVITA;SIMILAR;2018-02-01;ANTI-HIPERTENSIVOS;S;CANCELADO;CADUCOU;22;314
2378;CARDVITA-H;SIMILAR;2018-06-01;ANTI-HIPERTENSIVOS;S;CANCELADO;CADUCOU;12;3
2379;CARECLEAN;SIMILAR;2008-01-01;PRODUTOS ANTI-ACNE;S;CANCELADO;CADUCOU;6;468
2380;CAREFLUZOL;SIMILAR;2008-06-01;ANTIMICOTICOS SISTEMICOS;S;CANCELADO;CADUCOU;30;1
2381;CARELI;SIMILAR;2025-02-01;ANTICONCEPCIONAIS;S;VÁLIDO;DESOGESTREL;15;85
2382;CARES FOOT;SIMILAR;2008-05-01;ANTISSEPTICO;S;CANCELADO;CADUCOU;17;233
2383;CARESS DERME;SIMILAR;2007-11-01;EMOLIENTES E PROTETORES DA PELE E MUCOSAS;S;CANCELADO;CADUCOU;27;422
2384;CARIDERM;SIMILAR;2010-01-01;OUTROS PRODUTOS COM ACAO NA PELE E MUCOSAS;S;CANCELADO;CADUCOU;8;77
2385;CARLIT;SIMILAR;2025-07-01;ANTIDEPRESSIVOS;S;VÁLIDO;CARBONATO DE LÍTIO;5;203
2386;CARMAZIN;SIMILAR;2011-09-01;ANTICONVULSIVANTES;S;CANCELADO;CADUCOU;6;194
2387;CARNABOL;ESPECÍFICO;2025-10-01;ESTIMULANTES DO APETITE;S;VÁLIDO;CIANOCOBALAMINA +  CLORIDRATO DE CARNITINA +  CLORIDRATO DE LEVOLISINA +  CLORIDRATO DE PIRIDOXINA +  CLORIDRATO DE TIAMINA +  NICOTINAMIDA +  RIBOFLAVINA +  CLORIDRATO DE LEVOCARNITINA;24;333
2388;CARNABOL KIDS;ESPECÍFICO;2025-04-01;POLIVITAMINICOS + SAIS MINERAIS;S;VÁLIDO;CIANOCOBALAMINA +  CLORIDRATO DE LEVOLISINA +  CLORIDRATO DE PIRIDOXINA +  NICOTINAMIDA +  NITRATO DE TIAMINA +  CLORIDRATO DE LEVOCARNITINA +  FOSFATO SÓDICO DE RIBOFLAVINA;17;22
2389;CARNITAN;SIMILAR;2005-02-01;OUTROS PRODUTOS COM ACAO NO SISTEMA MUSCULO ESQUELETICO;S;CANCELADO;CADUCOU;7;446
2390;CARNITINE;ESPECÍFICO;2012-09-01;VITAMINAS;S;CANCELADO;CADUCOU;10;2
2391;CARODESIN;SIMILAR;2006-05-01;GLICOSIDEOS CARDIACOS;S;CANCELADO;CADUCOU;15;393
2392;CARQUEJA AMARGA BIONATUS;FITOTERÁPICO;2007-06-01;FITOTERAPICO SIMPLES;S;CANCELADO;CADUCOU;15;285
2393;CARRAGENATO;NOVO;2001-09-01;ANTI-HEMORROIDARIOS TOPICOS;S;CANCELADO;CADUCOU;9;176
2394;CARTAN;SIMILAR;2004-08-01;ANTI-HIPERTENSIVOS;S;CANCELADO;CADUCOU;13;135
2395;CARTESON;SIMILAR;2006-12-01;ANTI-HIPERTENSIVOS SIMPLES;S;CANCELADO;CADUCOU;12;291
2396;CARTRAX;NOVO;2019-10-01;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS;S;CANCELADO;CADUCOU;27;18
2397;CARUBA;FITOTERÁPICO;2004-10-01;FITOTERAPICO COMPOSTO;S;CANCELADO;CADUCOU;25;46
2398;CARVECOR;SIMILAR;2008-10-01;BETABLOQUEADORES SIMPLES;S;CANCELADO;CADUCOU;19;168
2399;CARVEDILAT;SIMILAR;2018-02-01;ANTI-HIPERTENSIVOS;S;CANCELADO;CADUCOU;27;111
2400;CARVEDILOL;NOVO;2005-08-01;ANTI-HIPERTENSIVOS;S;CANCELADO;CADUCOU;12;273
2401;CARVEGRAN;SIMILAR;2017-05-01;ANTI-HIPERTENSIVOS;S;CANCELADO;CADUCOU;0;172
2402;CARVEROL;SIMILAR;2011-02-01;PRODUTOS PARA TERAPIA DE INTOXICACOES;S;CANCELADO;CADUCOU;27;194
2403;CARVÃO VEGETAL ATIVADO;SIMILAR;2006-03-01;ADSORVENTES E ANTIFISETICOS INTESTINAIS SIMPLES;S;CANCELADO;CADUCOU;5;317
2404;CASCAFLAZ;FITOTERÁPICO;2007-06-01;FITOTERAPICO SIMPLES;S;CANCELADO;CADUCOU;27;113
2405;CASCALAX;FITOTERÁPICO;2007-05-01;FITOTERAPICO SIMPLES;S;CANCELADO;CADUCOU;20;232
2406;CASCARA  SAGRADA FLORA AMAZON;FITOTERÁPICO;2008-12-01;FITOTERAPICO SIMPLES;S;CANCELADO;CADUCOU;17;309
2407;CASCARA SAGRADA;FITOTERÁPICO;2007-10-01;FITOTERAPICO SIMPLES;S;CANCELADO;CADUCOU;22;90
2408;CASCARA SAGRADA 330;FITOTERÁPICO;2008-02-01;FITOTERAPICO SIMPLES;S;CANCELADO;CADUCOU;14;322
2409;CASCARA SAGRADA AMAZON ERVAS;FITOTERÁPICO;2009-06-01;FITOTERAPICO SIMPLES;S;CANCELADO;CADUCOU;1;201
2410;CASCARA SAGRADA BRASMED;FITOTERÁPICO;2009-09-01;FITOTERAPICO SIMPLES;S;CANCELADO;CADUCOU;28;8
2411;CASCARA SAGRADA FLORA  MEDICINAL;FITOTERÁPICO;2006-02-01;FITOTERAPICO SIMPLES;S;CANCELADO;CADUCOU;0;325
2412;CASCARA SAGRADA HERBARIUM;FITOTERÁPICO;2006-10-01;FITOTERAPICO SIMPLES;S;CANCELADO;CADUCOU;27;142
2413;CASCARA SAGRADA YANTEN;FITOTERÁPICO;2008-01-01;FITOTERAPICO SIMPLES;S;CANCELADO;CADUCOU;3;404
2414;CASODEX;NOVO;2025-12-01;ANTINEOPLASICO;S;VÁLIDO;BICALUTAMIDA;19;87
2415;CASPACIL;SIMILAR;2028-06-01;ANTIMICOTICOS PARA USO TOPICO;S;VÁLIDO;SULFETO DE SELÊNIO;26;451
2416;CASSAU;FITOTERÁPICO;2004-10-01;FITOTERAPICO COMPOSTO;S;CANCELADO;CADUCOU;20;233
2417;CASSAÚ COMPOSTO;FITOTERÁPICO;2005-12-01;PRODUTOS NATURAIS ASSOCIADOS;S;CANCELADO;CADUCOU;25;450
2418;CASSIA  ANGUSTIFOLIA;FITOTERÁPICO;2006-06-01;FITOTERAPICO SIMPLES;S;CANCELADO;CADUCOU;17;50
2419;CASSIA ANGUSTIFOLIA VAHL;FITOTERÁPICO;2007-09-01;FITOTERAPICO SIMPLES;S;CANCELADO;CADUCOU;24;429
2420;CASTANHA DA INDIA;FITOTERÁPICO;2006-07-01;FITOTERAPICO SIMPLES;S;CANCELADO;CADUCOU;24;15
2421;CASTANHA DA INDIA AMAZON ERVAS;FITOTERÁPICO;2009-06-01;ANTIVARICOSOS DE ACAO SISTEMICA + FITOTERAPICO SIMPLES;S;CANCELADO;CADUCOU;18;421
2422;CASTANHA DA INDIA COMPOSTA;FITOTERÁPICO;2001-03-01;FITOTERAPICO COMPOSTO;S;CANCELADO;CADUCOU;20;277
2423;CASTANHA DA INDIA FLORA MEDICINAL;FITOTERÁPICO;2006-04-01;FITOTERAPICO SIMPLES;S;CANCELADO;CADUCOU;8;32
2424;CASTANHA DA INDIA GLOBO;FITOTERÁPICO;2025-02-01;ANTIVARICOSOS DE ACAO SISTEMICA;S;VÁLIDO;AESCULUS HIPPOCASTANUM L.;0;352
2425;CASTANHA DA INDIA MILLER;FITOTERÁPICO;2009-10-01;FITOTERAPICO SIMPLES;S;CANCELADO;CADUCOU;11;254
2426;CASTANHA DA INDIA ORIENT;FITOTERÁPICO;2025-11-01;ANTIVARICOSOS DE ACAO SISTEMICA;S;VÁLIDO;AESCULUS HIPPOCASTANUM L.;10;300
2427;CASTANHA DA INDIA VITAHERVAS;FITOTERÁPICO;2007-05-01;FITOTERAPICO SIMPLES;S;CANCELADO;CADUCOU;1;467
2428;CASTANHA DA INDIA ZURITA;FITOTERÁPICO;2009-11-01;FITOTERAPICO SIMPLES;S;CANCELADO;CADUCOU;13;362
2429;CASTANHA DA ÍNDIA;FITOTERÁPICO;2026-01-01;ANTIVARICOSOS DE ACAO SISTEMICA + FITOTERAPICO SIMPLES;S;VÁLIDO;AESCULUS HIPPOCASTANUM L.;21;425
2430;CASTANHA DA ÍNDIA 100 MG MAKROFARMA;FITOTERÁPICO;2013-03-01;ANTIVARICOSOS DE ACAO SISTEMICA + FITOTERAPICO SIMPLES;S;CANCELADO;CADUCOU;11;13
2431;CASTANHA DA ÍNDIA ALTHAIA;FITOTERÁPICO;2030-10-01;ANTIVARICOSOS DE ACAO SISTEMICA;S;VÁLIDO;AESCULUS HIPPOCASTANUM L.;1;47
2432;CASTANHA DA ÍNDIA ATALAIA;FITOTERÁPICO;2025-11-01;ANTIVARICOSOS DE ACAO SISTEMICA + FITOTERAPICO SIMPLES;S;VÁLIDO;AESCULUS HIPPOCASTANUM L.;13;340
2433;CASTANHA DA ÍNDIA BRASMED;FITOTERÁPICO;2009-09-01;FITOTERAPICO SIMPLES;S;CANCELADO;CADUCOU;7;130
2434;CASTANHA DA ÍNDIA COMPOSTA;ESPECÍFICO;2027-10-01;ANTIVARICOSOS DE ACAO SISTEMICA;S;VÁLIDO;AESCULUS HIPPOCASTANUM L. +  RUTINA +  SMILAX PAPIRACEA +  POLYGONUM ACRE H.B.K.;0;82
2435;CASTANHA DA ÍNDIA COMPOSTA INFABRA;FITOTERÁPICO;2008-11-01;ANTIVARICOSOS DE ACAO SISTEMICA;S;CANCELADO;CADUCOU;21;251
2436;CASTANHA DA ÍNDIA EC;FITOTERÁPICO;2027-06-01;ANTIVARICOSOS DE ACAO SISTEMICA + FITOTERAPICO SIMPLES;S;VÁLIDO;AESCULUS HIPPOCASTANUM L.;6;405
2437;CASTANHA DA ÍNDIA HERBARIUM;FITOTERÁPICO;2027-09-01;ANTIVARICOSOS DE ACAO SISTEMICA + FITOTERAPICO SIMPLES;S;VÁLIDO;AESCULUS HIPPOCASTANUM L.;14;157
2438;CASTANHA DA ÍNDIA MILIAN;FITOTERÁPICO;2013-03-01;ANTIVARICOSOS DE ACAO SISTEMICA + FITOTERAPICO SIMPLES;S;CANCELADO;CADUCOU;2;155
2439;CASTANHA DA ÍNDIA MULTILAB;NÃO ESPECIFICADO;2013-03-01;ANTIVARICOSOS DE ACAO SISTEMICA + FITOTERAPICO SIMPLES;S;CANCELADO;CADUCOU;22;231
2440;CASTANHA DA ÍNDIA ORIENT;FITOTERÁPICO;2008-05-01;FITOTERAPICO SIMPLES;S;CANCELADO;CADUCOU;9;57
2441;CASTANHA DA ÍNDIA TKS;FITOTERÁPICO;2014-03-01;ANTIVARICOSOS DE ACAO SISTEMICA + FITOTERAPICO SIMPLES;S;CANCELADO;CADUCOU;22;419
2442;CASTANHEX;FITOTERÁPICO;2008-02-01;FITOTERAPICO SIMPLES;S;CANCELADO;CADUCOU;23;500
2443;CASTANHODO;FITOTERÁPICO;2018-01-01;ANTIVARICOSOS DE ACAO SISTEMICA;S;CANCELADO;CADUCOU;8;4
2444;CASTANIODO;NÃO ESPECIFICADO;2005-11-01;FITOTERAPICO COMPOSTO;S;CANCELADO;CADUCOU;24;103
2445;CASTANWAY;FITOTERÁPICO;2008-06-01;FITOTERAPICO SIMPLES;S;CANCELADO;CADUCOU;20;349
2446;CAT''S  CLAW;FITOTERÁPICO;2007-12-01;FITOTERAPICO SIMPLES;S;CANCELADO;CADUCOU;1;255
2447;CATAFLAM;NOVO;2029-05-01;ANTINFLAMATORIOS;S;VÁLIDO;DICLOFENACO POTÁSSICO +  DICLOFENACO ÁCIDO;9;307
2448;CATAFLAMPRO;NOVO;2018-05-01;ANTINFLAMATORIOS;S;CANCELADO;CADUCOU;7;124
2449;CATAFLEXYM;SIMILAR;2010-07-01;ANTINFLAMATORIOS;S;CANCELADO;CADUCOU;30;100
2450;CATALGEN;SIMILAR;2002-09-01;ANTINFLAMATORIOS;S;CANCELADO;CADUCOU;23;302
2451;CATAREN;SIMILAR;2003-11-01;ANTINFLAMATORIOS ANTIREUMATICOS;S;CANCELADO;CADUCOU;19;457
2452;CATOPROL;SIMILAR;2006-08-01;ANTI-HIPERTENSIVOS SIMPLES;S;CANCELADO;CADUCOU;26;214
2453;CATRIX;SIMILAR;2005-10-01;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS;S;CANCELADO;CADUCOU;22;432
2454;CATUAMA;FITOTERÁPICO;2025-12-01;FITOTERAPICO COMPOSTO + MEDICACAO ENERGETICA;S;VÁLIDO;CROTON HELIOTROPIIFOLIUS KUNTH +  PAULLINIA CUPANA KUNTH +  TRICHILIA CATIGUA A.JUSS.;8;266
2455;CAUTEREX;NOVO;2014-10-01;CICATRIZANTES + PRODUTOS GINECOLOGICOS ANTIINFECCIOSOS TOPICOS ASSOCIACAO MEDICAMENTOSA;S;CANCELADO;CADUCOU;15;352
2456;CAVALINHA  HERBARIUM;FITOTERÁPICO;2008-02-01;DIURETICOS + FITOTERAPICO SIMPLES;S;CANCELADO;CADUCOU;17;280
2457;CAVALINHA BRASMED;FITOTERÁPICO;2009-09-01;FITOTERAPICO SIMPLES;S;CANCELADO;CADUCOU;28;19
2458;CAVALINHA EC;FITOTERÁPICO;2013-04-01;DIURETICOS + FITOTERAPICO SIMPLES;S;CANCELADO;CADUCOU;11;82
2459;CAVALINHA HERBARIUM;FITOTERÁPICO;2013-04-01;DIURETICOS + FITOTERAPICO SIMPLES;S;CANCELADO;CADUCOU;4;46
2460;CAVALINHA ORIENT;FITOTERÁPICO;2025-09-01;DIURETICOS + FITOTERAPICO SIMPLES;S;VÁLIDO;EQUISETUM ARVENSE L.;19;262
2461;CAVERJECT;NÃO ESPECIFICADO;2021-12-01;VASODILATADORES;S;CANCELADO;CADUCOU;0;187
2462;CAVERJET;SIMILAR;2006-12-01;VASODILATADORES;S;CANCELADO;CADUCOU;17;422
2463;CAZIDERM;SIMILAR;2028-08-01;ANTINFECCIOSOS TOPICOS;S;VÁLIDO;NITROFURAZONA;18;103
2464;CAZIGERAN;ESPECÍFICO;2029-03-01;VITAMINAS E SUPLEMENTOS MINERAIS;S;VÁLIDO;ACETATO DE TOCOFEROL +  ASPARTATO DE MAGNÉSIO +  ASPARTATO DE POTÁSSIO +  CLORIDRATO DE PIRIDOXINA +  CLORIDRATO DE TIAMINA +  RIBOFLAVINA;25;60
2465;CEBION;ESPECÍFICO;2025-08-01;MONOVITAMINAS EXCETO VITAMINA K;S;CANCELADO;CADUCOU;25;237
2466;CEBION CÁLCIO;ESPECÍFICO;2025-05-01;PRODUTOS A BASE DE CALCIO-ASSOCIACOES MEDICAMENTOSAS;S;CANCELADO;CADUCOU;15;81
2467;CEBION GLICOSE;ESPECÍFICO;2018-11-01;MONOVITAMINAS EXCETO VITAMINA K;S;CANCELADO;CADUCOU;5;352
2468;CEBION ZINCO;ESPECÍFICO;2026-06-01;VITAMINAS E SUPLEMENTOS MINERAIS;S;CANCELADO;CADUCOU;3;277
2469;CEBRACOX;SIMILAR;2021-04-01;ANTINFLAMATORIOS;S;CANCELADO;CADUCOU;6;29
2470;CEBRALAT;NOVO;2027-06-01;ANTITROMBOTICO;S;VÁLIDO;CILOSTAZOL;29;404
2471;CEBRAVASC;SIMILAR;2017-09-01;ANTITROMBOTICO;S;CANCELADO;CADUCOU;3;492
2472;CEBRILIN;SIMILAR;2029-12-01;ANTIDEPRESSIVOS;S;VÁLIDO;CLORIDRATO DE PAROXETINA;17;217
2473;CECI;SIMILAR;2031-04-01;ESTROGENOS ASSOCS  A OUTROS FARMACOS EXCLUSIVE ANDROGENOS;S;VÁLIDO;DROSPIRENONA +  ESTRADIOL HEMI-HIDRATADO;4;120
2474;CECLOR;SIMILAR;2028-01-01;ANTIBIOTICOS SISTEMICOS SIMPLES;S;VÁLIDO;CEFACLOR MONOIDRATADO;7;118
2475;CECNOIN;SIMILAR;2011-10-01;PRODUTOS ANTI-ACNE;S;VÁLIDO;ISOTRETINOÍNA;8;492
2476;CECOFENE;SIMILAR;2015-04-01;ANTINFLAMATORIOS;S;CANCELADO;CADUCOU;25;70
2477;CECOFLAN;SIMILAR;2025-05-01;ANTINFLAMATORIOS;S;CANCELADO;CADUCOU;19;275
2478;CEDIL;SIMILAR;2009-07-01;ANALGESICOS;S;CANCELADO;CADUCOU;0;377
2479;CEDILANIDE;NOVO;2009-09-01;GLICOSIDEOS CARDIACOS;S;CANCELADO;CADUCOU;22;198
2480;CEDOR;SIMILAR;2005-01-01;ANTIBIOTICOS SISTEMICOS SIMPLES;S;CANCELADO;CADUCOU;3;362
2481;CEDOZELIN;SIMILAR;2007-03-01;POLIVITAMINICOS SEM MINERAIS;S;CANCELADO;CADUCOU;27;126
2482;CEDRILAX;SIMILAR;2010-07-01;ANTINFLAMATORIOS E ANTIREUMATIOS-ASSOCS  MEDICAMENTOSAS;S;CANCELADO;CADUCOU;26;347
2483;CEDRIN;SIMILAR;2005-08-01;DESCONGESTIONANTES NASAIS SISTEMICOS;S;CANCELADO;CADUCOU;27;292
2484;CEDROXIL;NÃO ESPECIFICADO;2019-08-01;ANTIBIOTICOS SISTEMICOS SIMPLES;S;CANCELADO;CADUCOU;8;190
2485;CEDUR;NOVO;2014-12-01;ANTILIPEMICOS;S;CANCELADO;CADUCOU;24;499
2486;CEF;SIMILAR;2030-06-01;CEFALOSPORINAS;S;VÁLIDO;CEFALEXINA MONOIDRATADA;4;328
2487;CEFABEN;SIMILAR;2028-02-01;ANTIBIOTICOS SISTEMICOS SIMPLES;S;VÁLIDO;CEFALEXINA;30;213
2488;CEFABRINA;SIMILAR;2004-03-01;ANALGESICOS;S;CANCELADO;CADUCOU;7;271
2489;CEFACIMED;SIMILAR;2017-02-01;CEFALOSPORINAS;S;CANCELADO;CADUCOU;4;301
2490;CEFACLIN;SIMILAR;2007-04-01;CEFALOSPORINAS;S;CANCELADO;CADUCOU;19;79
2491;CEFACLOR;SIMILAR;2006-05-01;CEFALOSPORINAS;S;CANCELADO;CADUCOU;8;379
2492;CEFACLOR MONOIDRATADO;GENÉRICO;2029-03-01;CEFALOSPORINAS;S;CANCELADO;CADUCOU;2;91
2493;CEFACLOREN;SIMILAR;2005-10-01;CEFALOSPORINAS;S;CANCELADO;CADUCOU;14;381
2494;CEFADRIN;SIMILAR;2015-05-01;ANALGESICOS NAO NARCOTICOS;S;CANCELADO;CADUCOU;30;376
2495;CEFADROX;SIMILAR;2005-05-01;CEFALOSPORINAS;S;CANCELADO;CADUCOU;2;50
2496;CEFADROXIL;GENÉRICO;2005-09-01;CEFALOSPORINAS;S;CANCELADO;CADUCOU;1;311
2497;CEFADROXIL MONOHIDRATADO;SIMILAR;2004-08-01;ANTIBIOTICOS SISTEMICOS SIMPLES;S;CANCELADO;CADUCOU;2;310
2498;CEFADROXIL MONOIDRATADA;SIMILAR;2004-08-01;CEFALOSPORINAS;S;CANCELADO;CADUCOU;17;270
2499;CEFADROXIL MONOIDRATADO;SIMILAR;2014-07-01;ANTIBIOTICOS SISTEMICOS SIMPLES;S;CANCELADO;CADUCOU;1;320
2500;CEFADROXILA;SIMILAR;2006-07-01;CEFALOSPORINAS;S;CANCELADO;CADUCOU;17;103
2501;CEFADROXILA MONOIDRATADA;SIMILAR;2001-12-01;CEFALOSPORINAS;S;CANCELADO;CADUCOU;26;15
2502;CEFADROXON;SIMILAR;2006-07-01;CEFALOSPORINAS;S;CANCELADO;CADUCOU;2;160
2503;CEFAGEL;SIMILAR;2026-03-01;CEFALOSPORINAS;S;VÁLIDO;CEFALEXINA;25;228
2504;CEFAGON;SIMILAR;2004-05-01;ANTIBIOTICOS SISTEMICOS SIMPLES;S;CANCELADO;CADUCOU;15;375
2505;CEFAGRAN;SIMILAR;2004-10-01;ANTIBIOTICOS SISTEMICOS SIMPLES;S;CANCELADO;CADUCOU;1;273
2506;CEFAKLIN;SIMILAR;2007-01-01;ANTIBIOTICOS SISTEMICOS SIMPLES;S;CANCELADO;CADUCOU;26;427
2507;CEFALEXIL;SIMILAR;2006-02-01;ANTIBIOTICOS SISTEMICOS SIMPLES;S;CANCELADO;CADUCOU;11;203
2508;CEFALEXINA;SIMILAR;2001-09-01;CEFALOSPORINAS;S;CANCELADO;CADUCOU;15;427
2509;CEFALEXINA  MONOHIDRATADA;SIMILAR;2007-04-01;ANTIBIOTICOS SISTEMICOS SIMPLES;S;CANCELADO;CADUCOU;23;56
2510;CEFALEXINA MONOHIDRATADA;SIMILAR;2002-02-01;ANTIBIOTICOS SISTEMICOS SIMPLES;S;CANCELADO;CADUCOU;23;142
2511;CEFALEXINA MONOIDRATADA;SIMILAR;2005-07-01;CEFALOSPORINAS;S;CANCELADO;CADUCOU;13;313
2512;CEFALEXOL;SIMILAR;2012-04-01;CEFALOSPORINAS;S;CANCELADO;CADUCOU;15;2
2513;CEFALINA;SIMILAR;2019-04-01;ANALGESICOS CONTRA ENXAQUECA;S;CANCELADO;CADUCOU;20;93
2514;CEFALIUM;NOVO;2025-02-01;ANALGESICOS CONTRA ENXAQUECA;S;VÁLIDO;CAFEÍNA +  CLORIDRATO DE METOCLOPRAMIDA MONOIDRATADO +  PARACETAMOL +  MESILATO DE DI-HIDROERGOTAMINA;20;405
2515;CEFALIUM ONE;SIMILAR;2029-10-01;ANALGESICOS NAO NARCOTICOS;S;VÁLIDO;PARACETAMOL;10;146
2516;CEFALIV;NOVO;2025-02-01;ANALGESICOS CONTRA ENXAQUECA;S;VÁLIDO;CAFEÍNA +  DIPIRONA +  MESILATO DE DI-HIDROERGOTAMINA;4;248
2517;CEFALMED;DINAMIZADO;2025-02-01;MEDICAMENTOS DINAMIZADOS COMPOSTOS;S;CANCELADO;CADUCOU;20;62
2518;CEFALOL;SIMILAR;2016-01-01;ANALGESICOS CONTRA ENXAQUECA;S;CANCELADO;CADUCOU;2;319
2519;CEFALOSOL;SIMILAR;2018-03-01;CEFALOSPORINAS;S;CANCELADO;CADUCOU;27;428
2520;CEFALOSPIM;SIMILAR;2010-11-01;CEFALOSPORINAS;S;CANCELADO;CADUCOU;1;189
2521;CEFALOTIL;SIMILAR;2025-11-01;ANTIBIOTICOS SISTEMICOS SIMPLES;S;VÁLIDO;CEFALOTINA SODICA;5;74
2522;CEFALOTINA;SIMILAR;2006-03-01;CEFALOSPORINAS;S;CANCELADO;CADUCOU;24;418
2523;CEFALOTINA BASE;SIMILAR;2002-10-01;CEFALOSPORINAS;S;CANCELADO;CADUCOU;10;482
2524;CEFALOTINA SODICA;SIMILAR;2004-09-01;ANTIBIOTICOS SISTEMICOS SIMPLES;S;CANCELADO;CADUCOU;15;247
2525;CEFALOTINA SÓDICA;GENÉRICO;2015-08-01;CEFALOSPORINAS;S;CANCELADO;CADUCOU;2;184
2526;CEFALOX;SIMILAR;2007-06-01;CEFALOSPORINAS;S;CANCELADO;CADUCOU;4;301
2527;CEFAMOX;NOVO;2016-10-01;CEFALOSPORINAS;S;CANCELADO;CADUCOU;27;164
2528;CEFANAL;SIMILAR;2006-06-01;CEFALOSPORINAS;S;CANCELADO;CADUCOU;7;77
2529;CEFANAXIL;SIMILAR;2025-02-01;CEFALOSPORINAS;S;VÁLIDO;CEFADROXILA;9;106
2530;CEFANID;SIMILAR;2012-05-01;ANTIBIOTICOS SISTEMICOS SIMPLES;S;CANCELADO;CADUCOU;25;240
2531;CEFARISTON;SIMILAR;2014-03-01;CEFALOSPORINAS;S;CANCELADO;CADUCOU;5;212
2532;CEFAX;SIMILAR;2002-09-01;CEFALOSPORINAS;S;CANCELADO;CADUCOU;20;42
